timestamp,time,energy,avg_power,set_freq,meas_freq,success,fail,total
2019-05-15 20:26:38,3.55226190476,0.0470280106765,0.0132388917083,226000000,81788928,1000000,0,1000000
2019-05-15 20:26:44,3.55154761905,0.0470152781254,0.0132379692372,226000000,81690624,1000000,0,1000000
2019-05-15 20:26:49,3.54930952381,0.0469765148555,0.0132353953749,226000000,82018304,1000000,0,1000000
2019-05-15 20:26:54,3.54879761905,0.0470150369822,0.0132481595259,226000000,81887232,1000000,0,1000000
2019-05-15 20:27:00,3.54925,0.0469984936885,0.0132418098721,226000000,81854464,1000000,0,1000000
2019-05-15 20:27:05,3.54922619048,0.0469970781503,0.013241499873,226000000,81854464,1000000,0,1000000
2019-05-15 20:27:10,3.54923809524,0.0470208949204,0.0132481658482,226000000,82018304,1000000,0,1000000
2019-05-15 20:27:15,3.5489047619,0.0470042387981,0.0132447168779,226000000,82083840,1000000,0,1000000
2019-05-15 20:27:21,3.54911904762,0.0470322247162,0.0132518025136,226000000,81887232,1000000,0,1000000
2019-05-15 20:27:26,3.54888095238,0.0470056184681,0.013245194499,226000000,81952768,1000000,0,1000000
2019-05-15 20:27:31,3.54998809524,0.0469964708671,0.0132384868924,226000000,81854464,1000000,0,1000000
2019-05-15 20:27:37,3.54882142857,0.0470262959666,0.0132512432403,226000000,82018304,1000000,0,1000000
2019-05-15 20:27:42,3.5495952381,0.0470002599372,0.0132410195486,226000000,81756160,1000000,0,1000000
2019-05-15 20:27:47,3.54933333333,0.0469947863395,0.0132404544533,226000000,81887232,1000000,0,1000000
2019-05-15 20:27:53,3.55005952381,0.0470076294628,0.0132413637426,226000000,81920000,1000000,0,1000000
2019-05-15 20:27:58,3.55020238095,0.0470194794444,0.0132441687541,226000000,81985536,1000000,0,1000000
2019-05-15 20:28:03,3.5505952381,0.0469868337857,0.0132335089288,226000000,81854464,1000000,0,1000000
2019-05-15 20:28:09,3.55183333333,0.0469996016707,0.0132324907336,226000000,81854464,1000000,0,1000000
2019-05-15 20:28:14,3.54998809524,0.0469950711933,0.0132380926168,226000000,81952768,1000000,0,1000000
2019-05-15 20:28:19,3.54904761905,0.0470029780551,0.0132438285141,226000000,81985536,1000000,0,1000000
2019-05-15 20:28:24,3.54908333333,0.0469970784414,0.0132420329498,226000000,81887232,1000000,0,1000000
2019-05-15 20:28:30,3.54878571429,0.0470132244942,0.0132476932335,226000000,81887232,1000000,0,1000000
2019-05-15 20:28:35,3.54923809524,0.0470167279253,0.0132469917948,226000000,81887232,1000000,0,1000000
2019-05-15 20:28:40,3.55022619048,0.0470044372568,0.0132398429663,226000000,81723392,1000000,0,1000000
2019-05-15 20:28:46,3.54929761905,0.0470287831744,0.0132501661518,226000000,81821696,1000000,0,1000000
2019-05-15 20:28:51,3.54970238095,0.0470218111696,0.0132466911654,226000000,81985536,1000000,0,1000000
2019-05-15 20:28:56,3.54944047619,0.0470238216841,0.0132482350386,226000000,81756160,1000000,0,1000000
2019-05-15 20:29:02,3.55201190476,0.0470075818847,0.0132340721667,226000000,81821696,1000000,0,1000000
2019-05-15 20:29:07,3.55160714286,0.0469989027172,0.0132331366693,226000000,81625088,1000000,0,1000000
2019-05-15 20:29:12,3.55071428571,0.0469901552728,0.0132340006803,226000000,81821696,1000000,0,1000000
2019-05-15 20:29:18,3.55071428571,0.0469986034586,0.0132363799722,226000000,82051072,1000000,0,1000000
2019-05-15 20:29:23,3.54922619048,0.0470073183133,0.0132443850548,226000000,81854464,1000000,0,1000000
2019-05-15 20:29:28,3.54970238095,0.0470169297714,0.0132453160084,226000000,81887232,1000000,0,1000000
2019-05-15 20:29:33,3.54903571429,0.0470050085621,0.013244445068,226000000,81887232,1000000,0,1000000
2019-05-15 20:29:39,3.54978571429,0.046994227969,0.0132386098068,226000000,82083840,1000000,0,1000000
2019-05-15 20:29:44,3.55055952381,0.0470234853557,0.0132439648006,226000000,81821696,1000000,0,1000000
2019-05-15 20:29:49,3.54961904762,0.0469883468162,0.0132375745639,226000000,81756160,1000000,0,1000000
2019-05-15 20:29:55,3.54917857143,0.047027632523,0.0132502863907,226000000,81887232,1000000,0,1000000
2019-05-15 20:30:00,3.54958333333,0.0470152138217,0.0132452768132,226000000,81821696,1000000,0,1000000
2019-05-15 20:30:05,3.54952380952,0.0470085509912,0.0132436218247,226000000,81788928,1000000,0,1000000
2019-05-15 20:30:11,3.5493452381,0.0470319828398,0.0132508898641,226000000,81690624,1000000,0,1000000
2019-05-15 20:30:16,3.54970238095,0.0469870040539,0.013236885522,226000000,81887232,1000000,0,1000000
2019-05-15 20:30:21,3.54975,0.0470292683466,0.0132486142254,226000000,81723392,1000000,0,1000000
2019-05-15 20:30:26,3.54941666667,0.0470067926387,0.0132435262053,226000000,81920000,1000000,0,1000000
2019-05-15 20:30:32,3.54933333333,0.0469933306419,0.0132400443206,226000000,81788928,1000000,0,1000000
2019-05-15 20:30:37,3.54917857143,0.0470045797268,0.0132437911423,226000000,81952768,1000000,0,1000000
2019-05-15 20:30:42,3.54961904762,0.0469972271378,0.0132400763314,226000000,81985536,1000000,0,1000000
2019-05-15 20:30:48,3.54882142857,0.047032936699,0.0132531144905,226000000,82051072,1000000,0,1000000
2019-05-15 20:30:53,3.54854761905,0.0470332110818,0.0132542144367,226000000,81788928,1000000,0,1000000
2019-05-15 20:30:58,3.54861904762,0.0470323677442,0.0132537099962,226000000,81952768,1000000,0,1000000
2019-05-15 20:31:04,3.5490952381,0.0469983532636,0.0132423477283,226000000,81887232,1000000,0,1000000
2019-05-15 20:31:09,3.54891666667,0.0469998743972,0.0132434426648,226000000,81952768,1000000,0,1000000
2019-05-15 20:31:14,3.54880952381,0.0470010162253,0.01324416425,226000000,81854464,1000000,0,1000000
2019-05-15 20:31:19,3.54988095238,0.0470023820697,0.0132405516411,226000000,81756160,1000000,0,1000000
2019-05-15 20:31:25,3.54960714286,0.0470154270825,0.0132452480487,226000000,81920000,1000000,0,1000000
2019-05-15 20:31:30,3.54847619048,0.0469959179649,0.0132439716211,226000000,81821696,1000000,0,1000000
2019-05-15 20:31:35,3.54905952381,0.0470158111744,0.0132474000109,226000000,81854464,1000000,0,1000000
2019-05-15 20:31:41,3.54914285714,0.0470040460315,0.0132437740388,226000000,81821696,1000000,0,1000000
2019-05-15 20:31:46,3.549,0.0469949644393,0.0132417482218,226000000,82018304,1000000,0,1000000
2019-05-15 20:31:51,3.54894047619,0.047026310568,0.0132508028476,226000000,81985536,1000000,0,1000000
2019-05-15 20:31:57,3.5490952381,0.0470035926584,0.0132438239904,226000000,81821696,1000000,0,1000000
2019-05-15 20:32:02,3.55086904762,0.0470368991357,0.0132465879493,226000000,81657856,1000000,0,1000000
2019-05-15 20:32:07,3.55178571429,0.0470179110145,0.0132378231112,226000000,82051072,1000000,0,1000000
2019-05-15 20:32:13,3.55067857143,0.0470430642394,0.0132490348797,226000000,81821696,1000000,0,1000000
2019-05-15 20:32:18,3.55079761905,0.0470083261656,0.0132388075044,226000000,81592320,1000000,0,1000000
2019-05-15 20:32:23,3.54996428571,0.0470037643818,0.0132406302145,226000000,81756160,1000000,0,1000000
2019-05-15 20:32:28,3.55004761905,0.0470258515848,0.0132465410696,226000000,81854464,1000000,0,1000000
2019-05-15 20:32:34,3.54985714286,0.0470268438042,0.0132475313546,226000000,81887232,1000000,0,1000000
2019-05-15 20:32:39,3.54979761905,0.0470263175312,0.0132476052378,226000000,81854464,1000000,0,1000000
2019-05-15 20:32:44,3.54946428571,0.0470075939162,0.0132435742783,226000000,81723392,1000000,0,1000000
2019-05-15 20:32:50,3.54971428571,0.0470052965941,0.0132419943721,226000000,81887232,1000000,0,1000000
2019-05-15 20:32:55,3.54935714286,0.0469919575226,0.0132395686405,226000000,81887232,1000000,0,1000000
2019-05-15 20:33:00,3.5498452381,0.0470320748137,0.0132490493695,226000000,81690624,1000000,0,1000000
2019-05-15 20:33:06,3.54863095238,0.0470295444618,0.0132528699357,226000000,81887232,1000000,0,1000000
2019-05-15 20:33:11,3.54939285714,0.0469909744906,0.0132391584651,226000000,81920000,1000000,0,1000000
2019-05-15 20:33:16,3.54954761905,0.0470354904904,0.0132511225481,226000000,81920000,1000000,0,1000000
2019-05-15 20:33:21,3.54876190476,0.0469854115723,0.0132399447563,226000000,81985536,1000000,0,1000000
2019-05-15 20:33:27,3.54886904762,0.0469947427109,0.0132421743604,226000000,81920000,1000000,0,1000000
2019-05-15 20:33:32,3.54960714286,0.0470246591684,0.0132478489241,226000000,81920000,1000000,0,1000000
2019-05-15 20:33:37,3.54810714286,0.0470267997716,0.0132540529015,226000000,82018304,1000000,0,1000000
2019-05-15 20:33:43,3.54854761905,0.0470313808036,0.0132536986544,226000000,82051072,1000000,0,1000000
2019-05-15 20:33:48,3.54860714286,0.047030914373,0.0132533448983,226000000,81952768,1000000,0,1000000
2019-05-15 20:33:53,3.5489047619,0.046989533768,0.0132405733376,226000000,82116608,1000000,0,1000000
2019-05-15 20:33:59,3.5486547619,0.0470316882571,0.0132533851312,226000000,81854464,1000000,0,1000000
2019-05-15 20:34:04,3.54907142857,0.046995913297,0.0132417490724,226000000,81788928,1000000,0,1000000
2019-05-15 20:34:09,3.54833333333,0.0469926847455,0.0132435936342,226000000,81854464,1000000,0,1000000
2019-05-15 20:34:14,3.5480952381,0.0469908515712,0.0132439656824,226000000,81887232,1000000,0,1000000
2019-05-15 20:34:20,3.54854761905,0.0470296821296,0.0132532199588,226000000,82083840,1000000,0,1000000
2019-05-15 20:34:25,3.54914285714,0.0469976278614,0.013241965667,226000000,81854464,1000000,0,1000000
2019-05-15 20:34:30,3.54921428571,0.0470193571874,0.013247821462,226000000,82051072,1000000,0,1000000
2019-05-15 20:34:36,3.54953571429,0.0470249927536,0.0132482094952,226000000,82018304,1000000,0,1000000
2019-05-15 20:34:41,3.54971428571,0.0469954574889,0.0132392225701,226000000,81788928,1000000,0,1000000
2019-05-15 20:34:46,3.55001190476,0.0470198516263,0.0132449842107,226000000,81985536,1000000,0,1000000
2019-05-15 20:34:52,3.55002380952,0.0470151939165,0.0132436277724,226000000,81821696,1000000,0,1000000
2019-05-15 20:34:57,3.55038095238,0.0470032843239,0.0132389411036,226000000,81788928,1000000,0,1000000
2019-05-15 20:35:02,3.55098809524,0.0469987091887,0.0132353891166,226000000,81690624,1000000,0,1000000
2019-05-15 20:35:08,3.55511904762,0.0470174336695,0.0132252768585,226000000,81788928,1000000,0,1000000
2019-05-15 20:35:13,3.55652380952,0.0470293395196,0.0132234007245,226000000,81756160,1000000,0,1000000
2019-05-15 20:35:18,3.555,0.047008788331,0.0132232878568,226000000,81592320,1000000,0,1000000
2019-05-15 20:35:23,3.55463095238,0.0470337721042,0.0132316892342,226000000,81690624,1000000,0,1000000
